pflanzen_id,deutscher_name,kategorie,aktivitaet,phase_von,phase_bis,monat_von,monat_bis,laufend,hinweis,quelle
KR000020,Estragon,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000020,Estragon,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000020,Estragon,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000020,Estragon,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000020,Estragon,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000020,Estragon,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000021,Beifuß,Anbau,Vorkultur,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000021,Beifuß,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000021,Beifuß,Anbau,Pflanzung,4,5,,,0,ab Mai,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000021,Beifuß,Nutzung,Ernte,5,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000021,Beifuß,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000021,Beifuß,Pflege,Pflege (allgemein),,,,,1,Wärmeliebende Arten warm vorziehen; regelmäßig beernten; Samen/Früchte je nach Art ausreifen lassen; frostempfindliche Arten schützen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000022,Wermut,Anbau,Vorkultur,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000022,Wermut,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000022,Wermut,Anbau,Pflanzung,4,5,,,0,ab Mai,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000022,Wermut,Nutzung,Ernte,5,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000022,Wermut,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000022,Wermut,Pflege,Pflege (allgemein),,,,,1,Wärmeliebende Arten warm vorziehen; regelmäßig beernten; Samen/Früchte je nach Art ausreifen lassen; frostempfindliche Arten schützen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000022,Wermut,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000023,Lorbeer,Anbau,Vorkultur,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000023,Lorbeer,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000023,Lorbeer,Anbau,Pflanzung,4,5,,,0,ab Mai,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000023,Lorbeer,Nutzung,Ernte,5,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000023,Lorbeer,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000023,Lorbeer,Pflege,Pflege (allgemein),,,,,1,Wärmeliebende Arten warm vorziehen; regelmäßig beernten; Samen/Früchte je nach Art ausreifen lassen; frostempfindliche Arten schützen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000023,Lorbeer,Pflege,Winterschutz,9,10,,,0,frostempfindlich – vor Frost schützen/einräumen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000024,Pfefferminze,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000024,Pfefferminze,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000024,Pfefferminze,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000024,Pfefferminze,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000024,Pfefferminze,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000024,Pfefferminze,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000024,Pfefferminze,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000024,Pfefferminze,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000025,Grüne Minze,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000025,Grüne Minze,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000025,Grüne Minze,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000025,Grüne Minze,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000025,Grüne Minze,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000025,Grüne Minze,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000025,Grüne Minze,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000025,Grüne Minze,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000026,Marokkanische Minze,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000026,Marokkanische Minze,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000026,Marokkanische Minze,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000026,Marokkanische Minze,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000026,Marokkanische Minze,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000026,Marokkanische Minze,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000026,Marokkanische Minze,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000026,Marokkanische Minze,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000027,Zitronenmelisse,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000027,Zitronenmelisse,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000027,Zitronenmelisse,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000027,Zitronenmelisse,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000027,Zitronenmelisse,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000027,Zitronenmelisse,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000027,Zitronenmelisse,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000027,Zitronenmelisse,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000028,Borretsch,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000028,Borretsch,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000028,Borretsch,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000028,Borretsch,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000028,Borretsch,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000028,Borretsch,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000028,Borretsch,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000029,Pimpinelle,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000029,Pimpinelle,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000029,Pimpinelle,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000029,Pimpinelle,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000029,Pimpinelle,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000029,Pimpinelle,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000029,Pimpinelle,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000029,Pimpinelle,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000030,Sauerampfer,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000030,Sauerampfer,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000030,Sauerampfer,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000030,Sauerampfer,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000030,Sauerampfer,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000030,Sauerampfer,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000030,Sauerampfer,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000030,Sauerampfer,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000031,Schildampfer,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000031,Schildampfer,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000031,Schildampfer,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000031,Schildampfer,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000031,Schildampfer,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000031,Schildampfer,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000031,Schildampfer,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000031,Schildampfer,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000032,Gartenkresse,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000032,Gartenkresse,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000032,Gartenkresse,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000032,Gartenkresse,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000032,Gartenkresse,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000032,Gartenkresse,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000032,Gartenkresse,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000033,Brunnenkresse,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000033,Brunnenkresse,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000033,Brunnenkresse,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000033,Brunnenkresse,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000033,Brunnenkresse,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000033,Brunnenkresse,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000033,Brunnenkresse,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000033,Brunnenkresse,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000034,Kapuzinerkresse,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000034,Kapuzinerkresse,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000034,Kapuzinerkresse,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000034,Kapuzinerkresse,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000034,Kapuzinerkresse,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000034,Kapuzinerkresse,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000034,Kapuzinerkresse,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000035,Rucola,Anbau,Aussaat,2,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000035,Rucola,Anbau,Pflanzung,3,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000035,Rucola,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000035,Rucola,Nutzung,Blüte,5,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000035,Rucola,Pflege,Pflege (allgemein),,,,,1,Satzweise aussäen; gleichmäßig feucht halten; junge Blätter laufend ernten; bei Hitze/Schossen beachten,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000036,Wilde Rauke,Anbau,Aussaat,2,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000036,Wilde Rauke,Anbau,Pflanzung,3,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000036,Wilde Rauke,Nutzung,Ernte,3,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000036,Wilde Rauke,Nutzung,Blüte,5,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000036,Wilde Rauke,Pflege,Pflege (allgemein),,,,,1,Satzweise aussäen; gleichmäßig feucht halten; junge Blätter laufend ernten; bei Hitze/Schossen beachten,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000036,Wilde Rauke,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000037,Portulak,Anbau,Aussaat,2,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000037,Portulak,Anbau,Pflanzung,3,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
